name,datum,globalno_sevanje[W/m2],t2m[°C]
CM00006_202207010000_36.jpg,2022-07-01 02:00:00,0.0,19.3
CM00006_202207181040_36.jpg,2022-07-18 12:30:00,940.0,27.1
CM00006_202206221730_36.jpg,2022-06-22 19:30:00,21.0,21.3
CM00006_202206262130_36.jpg,2022-06-26 23:30:00,0.0,20.5
CM00006_202207121410_36.jpg,2022-07-12 16:00:00,365.0,23.6
CM00006_202206291550_36.jpg,2022-06-29 17:30:00,309.0,33.3
CM00006_202206300330_36.jpg,2022-06-30 05:30:00,40.0,21.5
CM00006_202207110440_36.jpg,2022-07-11 06:30:00,276.0,16.1
CM00006_202206220910_36.jpg,2022-06-22 11:00:00,404.0,21.7
CM00006_202207182200_36.jpg,2022-07-19 00:00:00,0.0,17.2
CM00006_202207140200_36.jpg,2022-07-14 04:00:00,0.0,14.3
CM00006_202207141230_36.jpg,2022-07-14 14:30:00,236.0,29.2
CM00006_202207130700_36.jpg,2022-07-13 09:00:00,684.0,22.1
CM00006_202207091540_36.jpg,2022-07-09 17:30:00,390.0,24.9
CM00006_202207181640_36.jpg,2022-07-18 18:30:00,174.0,27.7
CM00006_202207020130_36.jpg,2022-07-02 03:30:00,0.0,17.9
CM00006_202207160230_36.jpg,2022-07-16 04:30:00,1.0,16.7
CM00006_202207061700_36.jpg,2022-07-06 19:00:00,70.0,23.7
CM00006_202207140550_36.jpg,2022-07-14 07:30:00,361.0,21.6
CM00006_202206291220_36.jpg,2022-06-29 14:00:00,848.0,32.3
CM00006_202206230510_36.jpg,2022-06-23 07:00:00,133.0,19.8
CM00006_202207170130_36.jpg,2022-07-17 03:30:00,0.0,17.1
CM00006_202206221430_36.jpg,2022-06-22 16:30:00,174.0,23.4
CM00006_202206280620_36.jpg,2022-06-28 08:00:00,495.0,26.1
CM00006_202206271900_36.jpg,2022-06-27 21:00:00,0.0,27.3
CM00006_202207170020_36.jpg,2022-07-17 02:00:00,0.0,18.4
CM00006_202207112010_36.jpg,2022-07-11 22:00:00,0.0,15.5
CM00006_202207011820_36.jpg,2022-07-01 20:00:00,5.0,27.1
CM00006_202207121120_36.jpg,2022-07-12 13:00:00,463.0,22.7
CM00006_202206290120_36.jpg,2022-06-29 03:00:00,0.0,19.8
CM00006_202207080630_36.jpg,2022-07-08 08:30:00,458.0,18.5
CM00006_202206250000_36.jpg,2022-06-25 02:00:00,0.0,19.1
CM00006_202207020340_36.jpg,2022-07-02 05:30:00,60.0,16.9
CM00006_202207172210_36.jpg,2022-07-18 00:00:00,0.0,15.6
CM00006_202207020850_36.jpg,2022-07-02 10:30:00,874.0,22.1
CM00006_202207060100_36.jpg,2022-07-06 03:00:00,0.0,16.2
CM00006_202207160930_36.jpg,2022-07-16 11:30:00,905.0,25.2
CM00006_202207111130_36.jpg,2022-07-11 13:30:00,356.0,20.6
CM00006_202207090530_36.jpg,2022-07-09 07:30:00,437.0,18.8
CM00006_202207181300_36.jpg,2022-07-18 15:00:00,765.0,28.5
CM00006_202206200130_36.jpg,2022-06-20 03:30:00,0.0,15.6
CM00006_202207090550_36.jpg,2022-07-09 07:30:00,437.0,18.8
CM00006_202206240300_36.jpg,2022-06-24 05:00:00,11.0,18.7
CM00006_202206240620_36.jpg,2022-06-24 08:00:00,405.0,22.7
CM00006_202207081550_36.jpg,2022-07-08 17:30:00,378.0,22.6
CM00006_202206231900_36.jpg,2022-06-23 21:00:00,0.0,20.8
CM00006_202206301130_36.jpg,2022-06-30 13:30:00,561.0,29.7
CM00006_202206221520_36.jpg,2022-06-22 17:00:00,199.0,23.8
CM00006_202207111350_36.jpg,2022-07-11 15:30:00,238.0,21.4
CM00006_202206302340_36.jpg,2022-07-01 01:30:00,0.0,19.7
CM00006_202206270010_36.jpg,2022-06-27 02:00:00,0.0,18.5
CM00006_202207091040_36.jpg,2022-07-09 12:30:00,794.0,23.2
CM00006_202207062030_36.jpg,2022-07-06 22:30:00,0.0,17.8
CM00006_202206221420_36.jpg,2022-06-22 16:00:00,66.0,22.8
CM00006_202206280910_36.jpg,2022-06-28 11:00:00,863.0,27.7
CM00006_202206211210_36.jpg,2022-06-21 14:00:00,233.4,22.3
CM00006_202207150640_36.jpg,2022-07-15 08:30:00,558.0,22.3
CM00006_202206261250_36.jpg,2022-06-26 14:30:00,800.0,29.4
CM00006_202207020610_36.jpg,2022-07-02 08:00:00,250.0,18.4
CM00006_202206220940_36.jpg,2022-06-22 11:30:00,570.0,22.5
CM00006_202207031500_36.jpg,2022-07-03 17:00:00,467.0,31.2
CM00006_202207141910_36.jpg,2022-07-14 21:00:00,0.0,24.0
CM00006_202207052310_36.jpg,2022-07-06 01:00:00,0.0,15.6
CM00006_202206230810_36.jpg,2022-06-23 10:00:00,407.0,22.9
CM00006_202207100430_36.jpg,2022-07-10 06:30:00,119.0,16.4
CM00006_202207072220_36.jpg,2022-07-08 00:00:00,0.0,14.7
CM00006_202207040540_36.jpg,2022-07-04 07:30:00,430.0,23.7
CM00006_202206271520_36.jpg,2022-06-27 17:00:00,412.0,32.5
CM00006_202206240810_36.jpg,2022-06-24 10:00:00,791.0,24.8
CM00006_202206291920_36.jpg,2022-06-29 21:00:00,0.0,25.3
CM00006_202207111800_36.jpg,2022-07-11 20:00:00,6.0,18.2
CM00006_202206291800_36.jpg,2022-06-29 20:00:00,8.0,27.1
CM00006_202207171620_36.jpg,2022-07-17 18:00:00,266.0,25.8
CM00006_202207080530_36.jpg,2022-07-08 07:30:00,159.0,16.8
CM00006_202206262240_36.jpg,2022-06-27 00:30:00,0.0,19.6
CM00006_202207181520_36.jpg,2022-07-18 17:00:00,453.0,28.3
CM00006_202207061140_36.jpg,2022-07-06 13:30:00,856.0,28.1
CM00006_202206281700_36.jpg,2022-06-28 19:00:00,25.0,25.6
CM00006_202207012200_36.jpg,2022-07-02 00:00:00,0.0,21.3
CM00006_202206220510_36.jpg,2022-06-22 07:00:00,143.0,18.3
CM00006_202206300920_36.jpg,2022-06-30 11:00:00,885.0,28.1
CM00006_202207060710_36.jpg,2022-07-06 09:00:00,678.0,23.4
CM00006_202207070540_36.jpg,2022-07-07 07:30:00,121.0,19.5
CM00006_202207140710_36.jpg,2022-07-14 09:00:00,605.0,25.6
CM00006_202206290530_36.jpg,2022-06-29 07:30:00,281.0,24.4
CM00006_202206260250_36.jpg,2022-06-26 04:30:00,6.0,15.3
CM00006_202207031210_36.jpg,2022-07-03 14:00:00,882.0,30.1
CM00006_202207010410_36.jpg,2022-07-01 06:00:00,167.0,20.9
CM00006_202207112220_36.jpg,2022-07-12 00:00:00,0.0,16.1
CM00006_202207051150_36.jpg,2022-07-05 13:30:00,938.0,26.2
CM00006_202207151120_36.jpg,2022-07-15 13:00:00,819.0,25.2
CM00006_202207032130_36.jpg,2022-07-03 23:30:00,0.0,19.2
CM00006_202206290620_36.jpg,2022-06-29 08:00:00,394.0,25.1
CM00006_202206230220_36.jpg,2022-06-23 04:00:00,0.0,18.7
CM00006_202207142050_36.jpg,2022-07-14 22:30:00,0.0,22.4
CM00006_202206262000_36.jpg,2022-06-26 22:00:00,0.0,21.9
CM00006_202207170510_36.jpg,2022-07-17 07:00:00,205.0,19.1
CM00006_202207011430_36.jpg,2022-07-01 16:30:00,360.0,32.7
CM00006_202207052230_36.jpg,2022-07-06 00:30:00,0.0,16.3
CM00006_202206251520_36.jpg,2022-06-25 17:00:00,345.0,26.8
CM00006_202206281230_36.jpg,2022-06-28 14:30:00,779.0,29.7
CM00006_202206290350_36.jpg,2022-06-29 05:30:00,65.0,21.2
CM00006_202206231800_36.jpg,2022-06-23 20:00:00,7.0,21.0
CM00006_202206280850_36.jpg,2022-06-28 10:30:00,819.0,27.1
CM00006_202206210240_36.jpg,2022-06-21 04:30:00,7.1,16.4
CM00006_202207101320_36.jpg,2022-07-10 15:00:00,572.0,22.3
CM00006_202206210840_36.jpg,2022-06-21 10:30:00,260.7,19.9
CM00006_202207071510_36.jpg,2022-07-07 17:00:00,16.0,16.4
CM00006_202207121830_36.jpg,2022-07-12 20:30:00,0.0,15.9
CM00006_202207160010_36.jpg,2022-07-16 02:00:00,0.0,17.0
CM00006_202206290030_36.jpg,2022-06-29 02:30:00,0.0,20.3
CM00006_202206280230_36.jpg,2022-06-28 04:30:00,4.0,21.8
CM00006_202207181200_36.jpg,2022-07-18 14:00:00,861.0,28.2
CM00006_202206290550_36.jpg,2022-06-29 07:30:00,281.0,24.4
CM00006_202207162140_36.jpg,2022-07-16 23:30:00,0.0,20.3
CM00006_202207130900_36.jpg,2022-07-13 11:00:00,902.0,25.2
CM00006_202207090410_36.jpg,2022-07-09 06:00:00,143.0,13.6
CM00006_202207051920_36.jpg,2022-07-05 21:00:00,0.0,21.2
CM00006_202206200610_36.jpg,2022-06-20 08:00:00,527.0,25.0
CM00006_202207120310_36.jpg,2022-07-12 05:00:00,7.0,15.2
CM00006_202207010450_36.jpg,2022-07-01 06:30:00,264.0,22.4
CM00006_202207122030_36.jpg,2022-07-12 22:30:00,0.0,14.7
CM00006_202206290230_36.jpg,2022-06-29 04:30:00,4.0,20.5
CM00006_202207131000_36.jpg,2022-07-13 12:00:00,945.0,25.9
CM00006_202206280130_36.jpg,2022-06-28 03:30:00,0.0,21.4
CM00006_202207100600_36.jpg,2022-07-10 08:00:00,64.0,17.2
CM00006_202207050220_36.jpg,2022-07-05 04:00:00,0.0,18.2
CM00006_202207130400_36.jpg,2022-07-13 06:00:00,79.0,14.0
CM00006_202206230340_36.jpg,2022-06-23 05:30:00,18.0,18.8
CM00006_202206300510_36.jpg,2022-06-30 07:00:00,311.0,22.8
CM00006_202207031430_36.jpg,2022-07-03 16:30:00,550.0,31.0
CM00006_202206300950_36.jpg,2022-06-30 11:30:00,909.0,28.9
CM00006_202206292200_36.jpg,2022-06-30 00:00:00,0.0,23.0
CM00006_202206270520_36.jpg,2022-06-27 07:00:00,325.0,22.3
CM00006_202207152300_36.jpg,2022-07-16 01:00:00,0.0,17.4
CM00006_202206202200_36.jpg,2022-06-21 00:00:00,0.0,17.8
CM00006_202206260040_36.jpg,2022-06-26 02:30:00,0.0,16.1
CM00006_202207011410_36.jpg,2022-07-01 16:00:00,616.0,33.6
CM00006_202207181410_36.jpg,2022-07-18 16:00:00,620.0,28.5
CM00006_202207071820_36.jpg,2022-07-07 20:00:00,3.0,16.2
CM00006_202207060320_36.jpg,2022-07-06 05:00:00,45.0,15.5
CM00006_202206290240_36.jpg,2022-06-29 04:30:00,4.0,20.5
CM00006_202207142340_36.jpg,2022-07-15 01:30:00,0.0,16.1
CM00006_202206271430_36.jpg,2022-06-27 16:30:00,504.0,33.3
CM00006_202207110400_36.jpg,2022-07-11 06:00:00,160.0,14.7
CM00006_202207081620_36.jpg,2022-07-08 18:00:00,301.0,22.2
CM00006_202207132310_36.jpg,2022-07-14 01:00:00,0.0,15.5
CM00006_202207051330_36.jpg,2022-07-05 15:30:00,342.0,26.2
CM00006_202206242240_36.jpg,2022-06-25 00:30:00,0.0,20.1
CM00006_202206232030_36.jpg,2022-06-23 22:30:00,0.0,20.3
CM00006_202207010150_36.jpg,2022-07-01 03:30:00,0.0,18.3
CM00006_202207060040_36.jpg,2022-07-06 02:30:00,0.0,15.8
CM00006_202206250720_36.jpg,2022-06-25 09:00:00,705.0,24.0
CM00006_202206292230_36.jpg,2022-06-30 00:30:00,0.0,22.8
CM00006_202207050950_36.jpg,2022-07-05 11:30:00,985.0,24.4
CM00006_202207151800_36.jpg,2022-07-15 20:00:00,5.0,19.0
CM00006_202207021010_36.jpg,2022-07-02 12:00:00,932.0,24.0
CM00006_202206300850_36.jpg,2022-06-30 10:30:00,847.0,28.0
CM00006_202207061200_36.jpg,2022-07-06 14:00:00,792.0,27.5
CM00006_202207120420_36.jpg,2022-07-12 06:00:00,21.0,15.8
CM00006_202207100950_36.jpg,2022-07-10 11:30:00,726.0,21.4
CM00006_202206290730_36.jpg,2022-06-29 09:30:00,559.0,27.5
CM00006_202207010900_36.jpg,2022-07-01 11:00:00,899.0,31.4
CM00006_202206280250_36.jpg,2022-06-28 04:30:00,4.0,21.8
CM00006_202206261750_36.jpg,2022-06-26 19:30:00,46.0,27.2
CM00006_202207012250_36.jpg,2022-07-02 00:30:00,0.0,20.7
CM00006_202206241200_36.jpg,2022-06-24 14:00:00,737.0,28.1
CM00006_202207180300_36.jpg,2022-07-18 05:00:00,13.0,13.6
CM00006_202206221850_36.jpg,2022-06-22 20:30:00,0.0,20.1
CM00006_202206271530_36.jpg,2022-06-27 17:30:00,305.0,32.0
CM00006_202206222150_36.jpg,2022-06-22 23:30:00,0.0,20.5
CM00006_202207080100_36.jpg,2022-07-08 03:00:00,0.0,14.7
CM00006_202206280100_36.jpg,2022-06-28 03:00:00,0.0,20.0
CM00006_202207021810_36.jpg,2022-07-02 20:00:00,7.0,23.9
CM00006_202207141610_36.jpg,2022-07-14 18:00:00,174.0,30.0
CM00006_202206211850_36.jpg,2022-06-21 20:30:00,0.0,18.4
CM00006_202207122100_36.jpg,2022-07-12 23:00:00,0.0,13.5
CM00006_202206260020_36.jpg,2022-06-26 02:00:00,0.0,16.5
CM00006_202206270040_36.jpg,2022-06-27 02:30:00,0.0,18.5
CM00006_202207070200_36.jpg,2022-07-07 04:00:00,0.0,17.2
CM00006_202206240720_36.jpg,2022-06-24 09:00:00,548.0,23.3
CM00006_202207041820_36.jpg,2022-07-04 20:00:00,2.0,25.3
CM00006_202207141310_36.jpg,2022-07-14 15:00:00,498.0,30.6
CM00006_202207070350_36.jpg,2022-07-07 05:30:00,28.0,17.6
CM00006_202207181900_36.jpg,2022-07-18 21:00:00,0.0,19.8
CM00006_202207130230_36.jpg,2022-07-13 04:30:00,2.0,12.2
CM00006_202206220630_36.jpg,2022-06-22 08:30:00,599.0,20.7
CM00006_202207131310_36.jpg,2022-07-13 15:00:00,776.0,28.3
CM00006_202207150700_36.jpg,2022-07-15 09:00:00,674.0,22.7
CM00006_202207111540_36.jpg,2022-07-11 17:30:00,171.0,21.2
CM00006_202207091600_36.jpg,2022-07-09 18:00:00,317.0,24.7
CM00006_202207151910_36.jpg,2022-07-15 21:00:00,0.0,18.6
CM00006_202207101140_36.jpg,2022-07-10 13:30:00,998.0,24.1
CM00006_202207060440_36.jpg,2022-07-06 06:30:00,243.0,18.7
CM00006_202207121250_36.jpg,2022-07-12 14:30:00,842.0,23.9
CM00006_202206200230_36.jpg,2022-06-20 04:30:00,7.0,15.0
CM00006_202207100900_36.jpg,2022-07-10 11:00:00,913.0,20.7
CM00006_202207020040_36.jpg,2022-07-02 02:30:00,0.0,18.7
CM00006_202207120610_36.jpg,2022-07-12 08:00:00,127.0,17.0
CM00006_202206271250_36.jpg,2022-06-27 14:30:00,785.0,33.2
CM00006_202207181550_36.jpg,2022-07-18 17:30:00,359.0,28.4
CM00006_202207170600_36.jpg,2022-07-17 08:00:00,432.0,20.1
CM00006_202206291900_36.jpg,2022-06-29 21:00:00,0.0,25.3
CM00006_202206250810_36.jpg,2022-06-25 10:00:00,735.0,24.2
CM00006_202206200030_36.jpg,2022-06-20 02:30:00,0.0,16.6
CM00006_202207020300_36.jpg,2022-07-02 05:00:00,23.0,17.0
CM00006_202207180920_36.jpg,2022-07-18 11:00:00,886.0,25.7
CM00006_202206270640_36.jpg,2022-06-27 08:30:00,583.0,25.0
CM00006_202207050210_36.jpg,2022-07-05 04:00:00,0.0,18.2
CM00006_202207070110_36.jpg,2022-07-07 03:00:00,0.0,18.5
CM00006_202206241750_36.jpg,2022-06-24 19:30:00,48.0,22.0
CM00006_202207072350_36.jpg,2022-07-08 01:30:00,0.0,14.5
CM00006_202207050320_36.jpg,2022-07-05 05:00:00,1.0,18.0
CM00006_202207092100_36.jpg,2022-07-09 23:00:00,0.0,17.2
CM00006_202207131720_36.jpg,2022-07-13 19:00:00,111.0,27.3
CM00006_202207081420_36.jpg,2022-07-08 16:00:00,540.0,23.2
CM00006_202206210210_36.jpg,2022-06-21 04:00:00,0.0,16.7
CM00006_202207132030_36.jpg,2022-07-13 22:30:00,0.0,19.7
CM00006_202207030340_36.jpg,2022-07-03 05:30:00,97.0,16.5
CM00006_202206230920_36.jpg,2022-06-23 11:00:00,750.0,23.9
CM00006_202206250640_36.jpg,2022-06-25 08:30:00,670.0,23.2
CM00006_202207131820_36.jpg,2022-07-13 20:00:00,3.0,24.3
CM00006_202207120330_36.jpg,2022-07-12 05:30:00,14.0,15.8
CM00006_202206252240_36.jpg,2022-06-26 00:30:00,0.0,18.1
CM00006_202207130740_36.jpg,2022-07-13 09:30:00,753.0,22.9
CM00006_202207010640_36.jpg,2022-07-01 08:30:00,618.0,28.0
CM00006_202207102020_36.jpg,2022-07-10 22:00:00,0.0,16.3
CM00006_202207040850_36.jpg,2022-07-04 10:30:00,824.0,31.0
CM00006_202207082040_36.jpg,2022-07-08 22:30:00,0.0,16.7
CM00006_202207030320_36.jpg,2022-07-03 05:00:00,39.0,15.4
CM00006_202207021320_36.jpg,2022-07-02 15:00:00,767.0,26.5
CM00006_202207130650_36.jpg,2022-07-13 08:30:00,596.0,20.8
CM00006_202207060630_36.jpg,2022-07-06 08:30:00,604.0,22.9
CM00006_202207150450_36.jpg,2022-07-15 06:30:00,151.0,21.2
CM00006_202207161010_36.jpg,2022-07-16 12:00:00,931.0,26.3
CM00006_202207010920_36.jpg,2022-07-01 11:00:00,899.0,31.4
CM00006_202207092110_36.jpg,2022-07-09 23:00:00,0.0,17.2
CM00006_202206292020_36.jpg,2022-06-29 22:00:00,0.0,24.1
CM00006_202207052110_36.jpg,2022-07-05 23:00:00,0.0,18.0
CM00006_202207020600_36.jpg,2022-07-02 08:00:00,250.0,18.4
CM00006_202207102310_36.jpg,2022-07-11 01:00:00,0.0,11.9
CM00006_202206241220_36.jpg,2022-06-24 14:00:00,737.0,28.1
CM00006_202207141320_36.jpg,2022-07-14 15:00:00,498.0,30.6
CM00006_202207011740_36.jpg,2022-07-01 19:30:00,34.0,28.6
CM00006_202207140650_36.jpg,2022-07-14 08:30:00,583.0,24.1
CM00006_202206300250_36.jpg,2022-06-30 04:30:00,2.0,21.8
CM00006_202207091110_36.jpg,2022-07-09 13:00:00,593.0,22.9
CM00006_202207010400_36.jpg,2022-07-01 06:00:00,167.0,20.9
CM00006_202207180850_36.jpg,2022-07-18 10:30:00,845.0,25.1
CM00006_202207120440_36.jpg,2022-07-12 06:30:00,33.0,16.1
CM00006_202206201150_36.jpg,2022-06-20 13:30:00,849.4,31.5
CM00006_202207040430_36.jpg,2022-07-04 06:30:00,250.0,20.8
CM00006_202207081920_36.jpg,2022-07-08 21:00:00,0.0,16.7
CM00006_202206220950_36.jpg,2022-06-22 11:30:00,570.0,22.5
CM00006_202207120530_36.jpg,2022-07-12 07:30:00,67.0,16.5
CM00006_202206232120_36.jpg,2022-06-23 23:00:00,0.0,20.1
CM00006_202207110030_36.jpg,2022-07-11 02:30:00,0.0,12.7
CM00006_202206300130_36.jpg,2022-06-30 03:30:00,0.0,20.6
CM00006_202206260220_36.jpg,2022-06-26 04:00:00,0.0,15.4
CM00006_202207170830_36.jpg,2022-07-17 10:30:00,829.0,22.7
CM00006_202206250900_36.jpg,2022-06-25 11:00:00,836.0,24.6
CM00006_202207142110_36.jpg,2022-07-14 23:00:00,0.0,20.7
CM00006_202207170530_36.jpg,2022-07-17 07:30:00,296.0,19.8
CM00006_202206231930_36.jpg,2022-06-23 21:30:00,0.0,20.4
CM00006_202207140540_36.jpg,2022-07-14 07:30:00,361.0,21.6
CM00006_202207141400_36.jpg,2022-07-14 16:00:00,283.0,30.6
CM00006_202206200430_36.jpg,2022-06-20 06:30:00,267.0,20.8
CM00006_202207181400_36.jpg,2022-07-18 16:00:00,620.0,28.5
CM00006_202206300530_36.jpg,2022-06-30 07:30:00,382.0,24.6
CM00006_202207110640_36.jpg,2022-07-11 08:30:00,194.0,17.1
CM00006_202207121210_36.jpg,2022-07-12 14:00:00,739.0,23.9
CM00006_202207130150_36.jpg,2022-07-13 03:30:00,0.0,13.0
CM00006_202207171020_36.jpg,2022-07-17 12:00:00,928.0,24.3
CM00006_202207041350_36.jpg,2022-07-04 15:30:00,712.0,31.4
CM00006_202206290510_36.jpg,2022-06-29 07:00:00,275.0,24.3
CM00006_202207052100_36.jpg,2022-07-05 23:00:00,0.0,18.0
CM00006_202207010420_36.jpg,2022-07-01 06:00:00,167.0,20.9
CM00006_202207111440_36.jpg,2022-07-11 16:30:00,360.0,21.9
CM00006_202207031710_36.jpg,2022-07-03 19:00:00,116.0,29.4
CM00006_202207111400_36.jpg,2022-07-11 16:00:00,284.0,21.4
CM00006_202206201050_36.jpg,2022-06-20 12:30:00,897.5,30.3
CM00006_202207180810_36.jpg,2022-07-18 10:00:00,794.0,24.8
CM00006_202206242030_36.jpg,2022-06-24 22:30:00,0.0,21.7
CM00006_202207161640_36.jpg,2022-07-16 18:30:00,193.0,27.9
CM00006_202206212330_36.jpg,2022-06-22 01:30:00,0.0,17.2
CM00006_202206231730_36.jpg,2022-06-23 19:30:00,41.0,21.7
CM00006_202207180740_36.jpg,2022-07-18 09:30:00,721.0,23.9
CM00006_202206250600_36.jpg,2022-06-25 08:00:00,517.0,23.0
CM00006_202206201900_36.jpg,2022-06-20 21:00:00,0.0,18.6
CM00006_202206271120_36.jpg,2022-06-27 13:00:00,894.0,32.1
CM00006_202206240950_36.jpg,2022-06-24 11:30:00,598.0,26.1
CM00006_202207030540_36.jpg,2022-07-03 07:30:00,429.0,21.5
CM00006_202207071550_36.jpg,2022-07-07 17:30:00,9.0,16.3
CM00006_202206241340_36.jpg,2022-06-24 15:30:00,214.0,27.1
CM00006_202207050440_36.jpg,2022-07-05 06:30:00,13.0,18.2
CM00006_202207150510_36.jpg,2022-07-15 07:00:00,105.0,20.9
CM00006_202207071830_36.jpg,2022-07-07 20:30:00,0.0,16.2
CM00006_202207130840_36.jpg,2022-07-13 10:30:00,864.0,24.6
CM00006_202207120800_36.jpg,2022-07-12 10:00:00,538.0,21.3
CM00006_202207082220_36.jpg,2022-07-09 00:00:00,0.0,15.6
CM00006_202206260110_36.jpg,2022-06-26 03:00:00,0.0,16.0
CM00006_202207100350_36.jpg,2022-07-10 05:30:00,6.0,15.0
CM00006_202206231330_36.jpg,2022-06-23 15:30:00,683.0,24.7
CM00006_202207141340_36.jpg,2022-07-14 15:30:00,687.0,31.1
CM00006_202207141420_36.jpg,2022-07-14 16:00:00,283.0,30.6
CM00006_202207180930_36.jpg,2022-07-18 11:30:00,918.0,26.2
CM00006_202207080420_36.jpg,2022-07-08 06:00:00,50.0,15.4
CM00006_202206231430_36.jpg,2022-06-23 16:30:00,570.0,25.1
CM00006_202207160520_36.jpg,2022-07-16 07:00:00,257.0,18.7
CM00006_202206230300_36.jpg,2022-06-23 05:00:00,9.0,18.6
CM00006_202207100410_36.jpg,2022-07-10 06:00:00,22.0,15.5
CM00006_202207130710_36.jpg,2022-07-13 09:00:00,684.0,22.1
CM00006_202206201120_36.jpg,2022-06-20 13:00:00,873.0,31.1
CM00006_202206300910_36.jpg,2022-06-30 11:00:00,885.0,28.1
CM00006_202206301250_36.jpg,2022-06-30 14:30:00,770.0,30.6
CM00006_202206270020_36.jpg,2022-06-27 02:00:00,0.0,18.5
CM00006_202206302240_36.jpg,2022-07-01 00:30:00,0.0,21.6
CM00006_202207070250_36.jpg,2022-07-07 04:30:00,3.0,17.4
CM00006_202207040900_36.jpg,2022-07-04 11:00:00,830.0,31.3
CM00006_202206231250_36.jpg,2022-06-23 14:30:00,603.0,24.8
CM00006_202207131610_36.jpg,2022-07-13 18:00:00,278.0,28.2
CM00006_202207170720_36.jpg,2022-07-17 09:00:00,699.0,21.7
CM00006_202207041920_36.jpg,2022-07-04 21:00:00,0.0,22.3
CM00006_202207140730_36.jpg,2022-07-14 09:30:00,495.0,26.2
CM00006_202206260050_36.jpg,2022-06-26 02:30:00,0.0,16.1
CM00006_202207011950_36.jpg,2022-07-01 21:30:00,0.0,23.5
CM00006_202206272050_36.jpg,2022-06-27 22:30:00,0.0,25.9
CM00006_202207181320_36.jpg,2022-07-18 15:00:00,765.0,28.5
CM00006_202207121540_36.jpg,2022-07-12 17:30:00,376.0,19.8
CM00006_202207180430_36.jpg,2022-07-18 06:30:00,182.0,16.4
CM00006_202207141850_36.jpg,2022-07-14 20:30:00,0.0,25.4
CM00006_202206291320_36.jpg,2022-06-29 15:00:00,771.0,33.3
CM00006_202207071320_36.jpg,2022-07-07 15:00:00,98.0,17.9
CM00006_202207091150_36.jpg,2022-07-09 13:30:00,575.0,24.1
CM00006_202207071620_36.jpg,2022-07-07 18:00:00,8.0,16.6
CM00006_202206232140_36.jpg,2022-06-23 23:30:00,0.0,19.8
CM00006_202207161550_36.jpg,2022-07-16 17:30:00,355.0,28.2
CM00006_202207130420_36.jpg,2022-07-13 06:00:00,79.0,14.0
CM00006_202207172000_36.jpg,2022-07-17 22:00:00,0.0,17.6
CM00006_202207051650_36.jpg,2022-07-05 18:30:00,183.0,26.0
CM00006_202207060930_36.jpg,2022-07-06 11:30:00,934.0,26.3
CM00006_202207081340_36.jpg,2022-07-08 15:30:00,502.0,22.4
CM00006_202207120410_36.jpg,2022-07-12 06:00:00,21.0,15.8
CM00006_202207040050_36.jpg,2022-07-04 02:30:00,0.0,17.4
CM00006_202207150750_36.jpg,2022-07-15 09:30:00,673.0,23.0
CM00006_202207030630_36.jpg,2022-07-03 08:30:00,576.0,23.6
CM00006_202206260150_36.jpg,2022-06-26 03:30:00,0.0,15.9
CM00006_202207162350_36.jpg,2022-07-17 01:30:00,0.0,18.3
CM00006_202207010210_36.jpg,2022-07-01 04:00:00,0.0,18.2
CM00006_202206270330_36.jpg,2022-06-27 05:30:00,91.0,18.8
CM00006_202206222320_36.jpg,2022-06-23 01:00:00,0.0,19.6
CM00006_202206220900_36.jpg,2022-06-22 11:00:00,404.0,21.7
CM00006_202206270810_36.jpg,2022-06-27 10:00:00,790.0,28.7
CM00006_202207011540_36.jpg,2022-07-01 17:30:00,113.0,30.7
CM00006_202207122130_36.jpg,2022-07-12 23:30:00,0.0,13.3
CM00006_202207092040_36.jpg,2022-07-09 22:30:00,0.0,17.2
CM00006_202206221210_36.jpg,2022-06-22 14:00:00,265.0,23.7
CM00006_202207011530_36.jpg,2022-07-01 17:30:00,113.0,30.7
CM00006_202207021040_36.jpg,2022-07-02 12:30:00,935.0,24.5
CM00006_202207021410_36.jpg,2022-07-02 16:00:00,629.0,26.8
CM00006_202206240050_36.jpg,2022-06-24 02:30:00,0.0,19.4
CM00006_202206291030_36.jpg,2022-06-29 12:30:00,898.0,30.7
CM00006_202206300240_36.jpg,2022-06-30 04:30:00,2.0,21.8
CM00006_202207181730_36.jpg,2022-07-18 19:30:00,37.0,25.4
CM00006_202207150310_36.jpg,2022-07-15 05:00:00,16.0,18.6
CM00006_202207130010_36.jpg,2022-07-13 02:00:00,0.0,12.6
CM00006_202207081010_36.jpg,2022-07-08 12:00:00,264.0,21.0
CM00006_202207121440_36.jpg,2022-07-12 16:30:00,279.0,22.1
CM00006_202207061410_36.jpg,2022-07-06 16:00:00,635.0,28.3
CM00006_202207051710_36.jpg,2022-07-05 19:00:00,78.0,24.8
CM00006_202207081940_36.jpg,2022-07-08 21:30:00,0.0,16.8
CM00006_202207081230_36.jpg,2022-07-08 14:30:00,722.0,22.9
CM00006_202206231820_36.jpg,2022-06-23 20:00:00,7.0,21.0
CM00006_202206201920_36.jpg,2022-06-20 21:00:00,0.0,18.6
CM00006_202207172150_36.jpg,2022-07-17 23:30:00,0.0,15.8
CM00006_202207140050_36.jpg,2022-07-14 02:30:00,0.0,14.7
CM00006_202207011200_36.jpg,2022-07-01 14:00:00,858.0,33.6
